HEAT: 	INITIALIZED
2023-10-27 00:35:26.549625	FAN -> 	Temperature=17.2°, Humidity=96.7%
2023-10-27 00:35:26.549960	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:35:26.550084	FAN :	Waiting for 1 minute before next check
2023-10-27 00:36:16.416049	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:36:16.417371	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:36:27.075942	FAN -> 	Temperature=17.3°, Humidity=96.6%
2023-10-27 00:36:27.076264	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:36:27.076386	FAN :	Waiting for 1 minute before next check
2023-10-27 00:37:16.943777	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:37:16.945065	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:37:27.602101	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:37:27.602430	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:37:27.602556	FAN :	Waiting for 1 minute before next check
2023-10-27 00:38:17.471785	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:38:17.472082	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:38:28.128067	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:38:28.128388	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:38:28.128510	FAN :	Waiting for 1 minute before next check
2023-10-27 00:39:17.997797	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:39:17.998086	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:39:28.653873	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:39:28.654195	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:39:28.654321	FAN :	Waiting for 1 minute before next check
2023-10-27 00:40:18.523597	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:40:18.523908	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:40:31.704932	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:40:31.706260	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:40:31.707308	FAN :	Waiting for 1 minute before next check
2023-10-27 00:41:19.049343	HEAT-> 	Temperature=17.2°, Humidity=96.4%
2023-10-27 00:41:19.050516	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:41:32.233612	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:41:32.234919	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:41:32.235981	FAN :	Waiting for 1 minute before next check
2023-10-27 00:42:19.576744	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:42:19.577081	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:42:32.762263	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:42:32.763204	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:42:32.763350	FAN :	Waiting for 1 minute before next check
2023-10-27 00:43:22.632368	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:43:22.633705	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:43:33.288776	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:43:33.289094	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:43:33.289290	FAN :	Waiting for 1 minute before next check
2023-10-27 00:44:23.160100	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:44:23.161436	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:44:33.814684	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:44:33.815005	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:44:33.815137	FAN :	Waiting for 1 minute before next check
2023-10-27 00:45:23.687798	HEAT-> 	Temperature=17.2°, Humidity=96.4%
2023-10-27 00:45:23.689086	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:45:34.340533	FAN -> 	Temperature=17.2°, Humidity=96.4%
2023-10-27 00:45:34.340832	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:45:34.340940	FAN :	Waiting for 1 minute before next check
2023-10-27 00:46:24.215583	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:46:24.215904	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:46:34.866283	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:46:34.866569	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:46:34.866675	FAN :	Waiting for 1 minute before next check
2023-10-27 00:47:24.741311	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:47:24.741613	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:47:35.392219	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 00:47:35.392542	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:47:35.392664	FAN :	Waiting for 1 minute before next check
2023-10-27 00:48:25.267171	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:48:25.267476	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:48:35.918100	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:48:35.918395	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:48:35.918517	FAN :	Waiting for 1 minute before next check
2023-10-27 00:49:25.792933	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:49:25.793232	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:49:36.444001	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:49:36.444334	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:49:36.444459	FAN :	Waiting for 1 minute before next check
2023-10-27 00:50:26.318717	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:50:26.319055	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:50:36.969864	FAN -> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 00:50:36.970194	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:50:36.970319	FAN :	Waiting for 1 minute before next check
2023-10-27 00:51:26.844534	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:51:26.844863	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:51:37.496104	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:51:37.496406	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:51:37.496527	FAN :	Waiting for 1 minute before next check
2023-10-27 00:52:27.370310	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:52:27.370624	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:52:38.022234	FAN -> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 00:52:38.022539	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:52:38.022664	FAN :	Waiting for 1 minute before next check
2023-10-27 00:53:27.896436	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:53:27.896742	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:53:38.548130	FAN -> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 00:53:38.548443	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:53:38.548567	FAN :	Waiting for 1 minute before next check
2023-10-27 00:54:28.422547	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:54:28.422882	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:54:39.073983	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:54:39.074299	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:54:39.074423	FAN :	Waiting for 1 minute before next check
2023-10-27 00:55:28.948501	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 00:55:28.949821	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:55:39.599956	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:55:39.601264	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:55:39.602284	FAN :	Waiting for 1 minute before next check
2023-10-27 00:56:29.476193	HEAT-> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 00:56:29.476523	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:56:40.128640	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:56:40.128957	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:56:40.129081	FAN :	Waiting for 1 minute before next check
2023-10-27 00:57:30.002009	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:57:30.002319	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:57:40.654505	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:57:40.654803	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:57:40.654925	FAN :	Waiting for 1 minute before next check
2023-10-27 00:58:30.527852	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:58:30.528159	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:58:41.180419	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:58:41.180743	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:58:41.180866	FAN :	Waiting for 1 minute before next check
2023-10-27 00:59:31.053646	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:59:31.053953	HEAT:	Waiting for 1 minute before next check
2023-10-27 00:59:41.706299	FAN -> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 00:59:41.706621	FAN : 	No criteria activated - keeping fan off
2023-10-27 00:59:41.706744	FAN :	Waiting for 1 minute before next check
2023-10-27 01:00:31.579516	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:00:31.579839	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:00:42.232168	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 01:00:42.232483	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:00:42.232593	FAN :	Waiting for 1 minute before next check
2023-10-27 01:01:32.105321	HEAT-> 	Temperature=17.2°, Humidity=96.6%
2023-10-27 01:01:32.105611	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:01:42.758014	FAN -> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:01:42.758330	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:01:42.758453	FAN :	Waiting for 1 minute before next check
2023-10-27 01:02:32.631123	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:02:32.631440	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:02:43.283915	FAN -> 	Temperature=17.2°, Humidity=96.5%
2023-10-27 01:02:43.284253	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:02:43.284377	FAN :	Waiting for 1 minute before next check
2023-10-27 01:03:33.156922	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:03:33.158232	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:03:43.809857	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:03:43.810200	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:03:43.810323	FAN :	Waiting for 1 minute before next check
2023-10-27 01:04:33.684696	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:04:33.685995	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:04:44.335970	FAN -> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:04:44.336279	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:04:44.336402	FAN :	Waiting for 1 minute before next check
2023-10-27 01:05:34.212458	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:05:34.213619	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:05:44.861915	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:05:44.862225	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:05:44.862347	FAN :	Waiting for 1 minute before next check
2023-10-27 01:06:34.739901	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:06:34.740186	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:06:45.387920	FAN -> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:06:45.388226	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:06:45.388425	FAN :	Waiting for 1 minute before next check
2023-10-27 01:07:35.265713	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:07:35.266035	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:07:45.913878	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:07:45.914183	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:07:45.914311	FAN :	Waiting for 1 minute before next check
2023-10-27 01:08:35.791626	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:08:35.791939	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:08:46.439958	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:08:46.440271	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:08:46.440395	FAN :	Waiting for 1 minute before next check
2023-10-27 01:09:36.317419	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:09:36.318723	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:09:46.965878	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:09:46.966210	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:09:46.966336	FAN :	Waiting for 1 minute before next check
2023-10-27 01:10:36.845166	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:10:36.845492	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:10:47.491880	FAN -> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:10:47.492202	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:10:47.492325	FAN :	Waiting for 1 minute before next check
2023-10-27 01:11:37.370985	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:11:37.371287	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:11:48.018243	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:11:48.018538	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:11:48.018666	FAN :	Waiting for 1 minute before next check
2023-10-27 01:12:37.896812	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:12:37.897135	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:12:48.544533	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:12:48.544838	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:12:48.544961	FAN :	Waiting for 1 minute before next check
2023-10-27 01:13:38.422796	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:13:38.423130	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:13:49.070455	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:13:49.070759	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:13:49.070862	FAN :	Waiting for 1 minute before next check
2023-10-27 01:14:38.948871	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:14:38.949107	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:14:49.596402	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:14:49.597737	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:14:49.598752	FAN :	Waiting for 1 minute before next check
2023-10-27 01:15:39.474681	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:15:39.476074	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:15:50.125137	FAN -> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:15:50.126280	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:15:50.127191	FAN :	Waiting for 1 minute before next check
2023-10-27 01:16:40.002532	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:16:40.002852	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:16:50.653347	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:16:50.653656	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:16:50.653779	FAN :	Waiting for 1 minute before next check
2023-10-27 01:17:40.528277	HEAT-> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:17:40.528584	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:17:51.179323	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:17:51.179645	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:17:51.179769	FAN :	Waiting for 1 minute before next check
2023-10-27 01:18:41.054079	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:18:41.054384	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:18:51.705261	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:18:51.705585	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:18:51.705709	FAN :	Waiting for 1 minute before next check
2023-10-27 01:19:41.579917	HEAT-> 	Temperature=17.1°, Humidity=96.6%
2023-10-27 01:19:41.580245	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:19:52.231297	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:19:52.232436	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:19:52.232586	FAN :	Waiting for 1 minute before next check
2023-10-27 01:20:42.105755	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:20:42.106080	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:20:52.758034	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:20:52.759365	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:20:52.760412	FAN :	Waiting for 1 minute before next check
2023-10-27 01:21:42.631733	HEAT-> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:21:42.632040	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:21:53.286761	FAN -> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:21:53.287943	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:21:53.288822	FAN :	Waiting for 1 minute before next check
2023-10-27 01:22:43.157426	HEAT-> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:22:43.157732	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:22:53.814898	FAN -> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:22:53.815658	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:22:53.815774	FAN :	Waiting for 1 minute before next check
2023-10-27 01:23:43.683253	HEAT-> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:23:43.683537	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:23:54.341187	FAN -> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:23:54.343467	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:23:54.344602	FAN :	Waiting for 1 minute before next check
2023-10-27 01:24:44.208963	HEAT-> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:24:44.209282	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:24:54.870339	FAN -> 	Temperature=17.1°, Humidity=96.5%
2023-10-27 01:24:54.870876	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:24:54.871271	FAN :	Waiting for 1 minute before next check
2023-10-27 01:25:44.734755	HEAT-> 	Temperature=17.1°, Humidity=96.3%
2023-10-27 01:25:44.735217	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:25:55.396967	FAN -> 	Temperature=17.1°, Humidity=96.3%
2023-10-27 01:25:55.398295	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:25:55.399356	FAN :	Waiting for 1 minute before next check
2023-10-27 01:26:45.260719	HEAT-> 	Temperature=17.1°, Humidity=96.3%
2023-10-27 01:26:45.261883	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:26:55.925654	FAN -> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:26:55.926945	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:26:55.928008	FAN :	Waiting for 1 minute before next check
2023-10-27 01:27:45.788185	HEAT-> 	Temperature=17.1°, Humidity=96.3%
2023-10-27 01:27:45.788491	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:27:56.454264	FAN -> 	Temperature=17.1°, Humidity=96.3%
2023-10-27 01:27:56.454572	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:27:56.454695	FAN :	Waiting for 1 minute before next check
2023-10-27 01:28:46.313933	HEAT-> 	Temperature=17.1°, Humidity=96.4%
2023-10-27 01:28:46.314243	HEAT:	Waiting for 1 minute before next check
2023-10-27 01:28:56.980166	FAN -> 	Temperature=17.1°, Humidity=96.3%
2023-10-27 01:28:56.980483	FAN : 	No criteria activated - keeping fan off
2023-10-27 01:28:56.980606	FAN :	Waiting for 1 minute before next check
2023-10-27 01:29:46.839738	HEAT-> 	Temperature=17.1°, Humidity=96.3%
2023-10-27 01:29:46.840021	HEAT:	Waiting for 1 minute before next check
